,NodesPerBlock,Config,Selection Method,NodeCount,EdgeCount,Accuracy,Precision,Recall,F1Score
163,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
164,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
165,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
166,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
167,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
168,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
169,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
170,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
171,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
172,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
173,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
174,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
175,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
176,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
177,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
178,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
179,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
180,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
181,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
182,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
183,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
184,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
185,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
186,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
187,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
188,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
189,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
190,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
191,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
192,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
193,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
194,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
195,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
196,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
197,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
198,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
199,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
200,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
201,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
202,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
203,25,Config(wb),OnPLs,76,152,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
204,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
205,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
206,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
